用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U8499,王广宁,P89850,历史书籍,书籍,201.73,2024-06-08 06:16:04,4,806.92,天津,女,37
U2015,余岩,P87396,笔记本电脑,电子产品,1896.39,2024-02-19 16:08:53,5,9481.95,广州,男,33
U2807,廉鸣彬,P68471,变形金刚,玩具,727.55,2024-08-27 18:59:25,1,727.55,上海,男,34
U4771,庞伯群,P87672,瑜伽垫,运动,131.89,2024-10-12 04:50:06,5,659.45,武汉,女,55
U5130,杨以言,P59096,智能手表,电子产品,7575.08,2024-03-17 02:50:51,3,22725.24,苏州,女,64
U5287,董之先,P74718,跑步鞋,运动,613.5,2024-08-17 15:48:14,5,3067.5,杭州,男,38
U8863,时奇裕,P94784,瑜伽垫,运动,260.25,2024-10-29 21:04:48,1,260.25,上海,男,54
U8063,米彬,P39094,面霜,美妆,219.11,2024-06-05 03:45:45,2,438.22,成都,女,24
U8658,杨飞厚,P24569,餐桌,家居,2651.05,2024-06-17 19:23:08,3,7953.15,苏州,男,52
U3074,钱岩和,P74832,瑜伽垫,运动,297.17,2024-10-27 08:28:06,3,891.51,苏州,女,55
U7275,水江利,P51817,香水,美妆,116.55,2024-09-08 00:35:53,1,116.55,深圳,女,55
U6172,李奇杰,P89600,笔记本电脑,电子产品,2187.65,2024-04-06 22:03:41,3,6562.95,南京,男,47
U9764,盛栋朗,P71919,山地车,运动,728.49,2024-01-23 17:18:58,3,2185.47,深圳,男,61
U6865,沈绍平,P64856,智能手表,电子产品,7255.41,2024-12-28 05:32:21,5,36277.05,天津,男,59
U8284,凌利涛,P27167,抱枕,家居,704.34,2024-02-22 15:10:59,5,3521.7,天津,女,55
U2095,禹梁,P63204,卫衣,服装,706.89,2024-08-21 10:05:38,4,2827.56,西安,男,53
U7441,钱彬腾,P33248,夹克,服装,509.87,2024-06-10 00:03:20,2,1019.74,上海,男,45
U2982,危震宁,P18709,心理学,书籍,572.77,2024-03-11 19:00:42,1,572.77,西安,女,52
U3855,颜盛彬,P47761,技术教材,书籍,163.78,2024-10-01 05:57:01,4,655.12,天津,女,46
U5018,马贵承,P64486,化妆刷套装,美妆,205.19,2024-09-15 04:27:29,3,615.57,武汉,女,50
U4756,陶东敬,P31061,餐桌,家居,1836.55,2024-11-29 11:17:23,4,7346.2,杭州,女,39
U9172,田和,P44127,漫画,书籍,496.28,2024-07-25 21:28:15,3,1488.84,苏州,女,55
U2718,陶岩,P40897,台灯,家居,4842.19,2024-03-23 05:00:12,4,19368.76,天津,女,30
U8535,祁杰达,P64217,变形金刚,玩具,694.12,2024-12-06 22:32:45,1,694.12,北京,男,60
U6125,任进善,P37399,面霜,美妆,213.83,2024-03-21 14:51:46,3,641.49,重庆,男,62
U7881,冯朗明,P76864,羽毛球拍,运动,53.31,2024-08-29 23:40:22,3,159.93,西安,女,56
U1642,华发有,P81630,充电宝,电子产品,1833.47,2024-10-30 07:16:41,1,1833.47,北京,男,63
U6576,顾豪冠,P61737,技术教材,书籍,506.33,2024-04-21 06:23:37,3,1518.99,深圳,女,29
U4197,卫志涛,P21702,连衣裙,服装,439.89,2024-04-03 20:27:02,2,879.78,西安,男,30
U6942,高飞飞,P63403,显示器,电子产品,6199.81,2024-03-27 13:37:59,2,12399.62,深圳,男,59
U9044,赵豪山,P29646,香水,美妆,830.4,2024-02-16 19:04:52,3,2491.2,苏州,男,61
U3566,贲冠良,P92609,技术教材,书籍,748.88,2024-09-20 10:43:02,3,2246.64,北京,男,59
U9719,薛和承,P36998,桌游,玩具,536.09,2024-11-08 14:32:57,1,536.09,武汉,男,48
U4644,季成,P60807,跑步鞋,运动,975.6,2024-02-26 04:58:40,1,975.6,深圳,女,20
U6575,马奇明,P51502,连衣裙,服装,318.57,2024-05-30 10:45:39,1,318.57,西安,女,55
U8386,费善波,P88903,跳绳,运动,152.09,2024-04-11 15:51:27,1,152.09,武汉,女,25
U6927,皮心,P95613,台灯,家居,1535.24,2024-12-05 10:11:46,5,7676.2,北京,女,43
U1916,包博,P32109,芭比娃娃,玩具,148.81,2024-06-09 04:57:15,4,595.24,杭州,男,37
U6825,席新,P80115,卫衣,服装,863.08,2024-03-17 14:44:58,2,1726.16,天津,女,65
U4395,樊仁清,P20687,四件套,家居,1638.56,2024-11-25 06:12:21,2,3277.12,广州,女,30
U2827,崔邦,P74863,羽绒服,服装,530.63,2024-02-07 18:08:44,4,2122.52,成都,女,64
U3040,宗心达,P76961,遥控车,玩具,766.19,2024-02-14 10:58:52,2,1532.38,成都,女,59
U5593,谈功,P65660,沙发,家居,3363.8,2024-05-19 23:45:55,2,6727.6,深圳,女,33
U6775,凌健亮,P33573,台灯,家居,4371.25,2024-02-23 23:42:23,5,21856.25,天津,女,57
U2026,时刚轮,P82634,四件套,家居,4326.26,2024-06-07 20:50:18,2,8652.52,广州,男,26
U6327,米福刚,P60843,智能手机,电子产品,7245.92,2024-02-07 02:49:41,4,28983.68,天津,女,47
U2563,严时力,P42648,化妆刷套装,美妆,954.72,2024-03-18 03:47:07,5,4773.6,南京,女,18
U6427,何旭进,P34221,变形金刚,玩具,982.33,2024-06-28 04:06:52,2,1964.66,成都,女,52
U1744,方林,P82222,芭比娃娃,玩具,455.45,2024-11-22 15:10:08,2,910.9,武汉,男,43
U3716,郝楠鹏,P85966,蓝牙耳机,电子产品,3869.69,2024-07-31 12:56:26,3,11609.07,天津,男,48
U9162,昝斌兴,P98017,桌游,玩具,640.15,2024-05-28 08:48:51,5,3200.75,杭州,男,21
U2706,屈心,P95334,山地车,运动,538.35,2024-07-08 06:11:05,2,1076.7,广州,女,27
U2847,石梁泽,P37909,沙发,家居,4348.3,2024-10-22 04:51:53,1,4348.3,广州,男,19
U7327,昝世,P35321,平板电脑,电子产品,6257.11,2024-07-03 17:21:10,1,6257.11,重庆,女,44
U3697,蔡泽,P99103,连衣裙,服装,477.68,2024-10-30 01:04:02,3,1433.04,苏州,女,34
U4880,祁腾奇,P45443,牛仔裤,服装,413.35,2024-02-04 16:56:09,2,826.7,上海,男,59
U4717,霍宏壮,P48019,蓝牙耳机,电子产品,1868.57,2024-03-02 00:16:15,5,9342.85,苏州,男,49
U6781,黄江邦,P63394,连衣裙,服装,746.2,2024-10-21 02:53:57,3,2238.6,杭州,男,41
U6107,沈风,P75906,沙发,家居,2671.54,2024-05-10 15:20:50,5,13357.7,南京,女,64
U8884,喻梁,P16439,连衣裙,服装,113.32,2024-03-09 07:04:54,1,113.32,武汉,男,51
U1121,杜群利,P73465,时尚杂志,书籍,32.48,2024-05-28 09:46:23,3,97.44,西安,女,27
U3676,应腾文,P84033,夹克,服装,855.52,2024-11-21 09:27:29,3,2566.56,西安,女,44
U3446,凌友,P29459,智能手表,电子产品,4780.04,2024-09-06 15:04:38,1,4780.04,天津,男,31
U5537,朱亨弘,P56672,跳绳,运动,763.54,2024-06-26 11:56:10,1,763.54,广州,女,40
U4738,杜奇善,P62355,收纳盒,家居,4760.9,2024-05-10 11:32:43,5,23804.5,上海,男,40
U3886,强武敬,P97790,四件套,家居,1337.49,2024-10-10 20:43:08,4,5349.96,成都,男,57
U6098,莫泽,P94272,人物传记,书籍,441.45,2024-03-10 23:11:56,5,2207.25,西安,男,34
U3540,许民楠,P29386,科幻小说,书籍,325.79,2024-06-28 12:48:45,1,325.79,上海,男,62
U4545,麻才,P94510,心理学,书籍,997.01,2024-04-08 03:45:07,5,4985.05,天津,男,22
U5874,席旭,P53470,香水,美妆,889.65,2024-10-22 17:27:08,5,4448.25,苏州,男,28
U2396,酆岩全,P18738,人物传记,书籍,747.84,2024-10-29 10:00:54,3,2243.52,武汉,女,46
U7068,戴发杰,P55166,四件套,家居,1220.8,2024-11-18 05:33:48,2,2441.6,深圳,女,36
U5086,殷明平,P76925,跑步鞋,运动,653.02,2024-02-24 02:03:35,1,653.02,广州,男,52
U2441,戴顺刚,P99844,沙发,家居,4666.55,2024-06-04 01:25:01,1,4666.55,武汉,男,20
U8880,虞勇,P33730,粉底液,美妆,874.15,2024-07-28 04:53:23,3,2622.45,广州,男,52
U8088,樊勇,P90183,桌游,玩具,162.75,2024-05-02 07:33:27,2,325.5,天津,男,48
U3653,路晨,P86882,笔记本电脑,电子产品,6757.13,2024-11-24 10:03:07,1,6757.13,西安,女,18
U5011,常航,P30350,漫画,书籍,378.92,2024-06-04 22:31:00,2,757.84,北京,女,36
U7025,宗友坚,P66844,台灯,家居,3939.08,2024-08-29 17:04:13,3,11817.24,苏州,男,56
U6849,包明震,P33887,遥控车,玩具,169.73,2024-12-08 00:49:58,4,678.92,南京,女,28
U1395,贾航成,P84740,办公椅,家居,2220.09,2024-12-05 02:41:12,1,2220.09,南京,男,61
U3310,傅良彪,P89392,人物传记,书籍,703.99,2024-08-03 13:08:26,2,1407.98,西安,男,30
U7947,云楠健,P51475,拼图,玩具,193.8,2024-07-02 01:05:24,5,969.0,天津,女,53
U4299,云松,P54588,T恤,服装,126.24,2024-10-30 14:00:33,5,631.2,深圳,女,33
U9193,姚林生,P69708,夹克,服装,799.31,2024-02-04 23:39:14,3,2397.93,成都,男,50
U1125,龚才岩,P64950,台灯,家居,3510.23,2024-08-08 00:46:51,2,7020.46,北京,女,46
U6205,臧有强,P55790,时尚杂志,书籍,925.04,2024-11-07 20:39:26,3,2775.12,北京,男,51
U9388,纪策,P76301,运动鞋,服装,143.62,2024-04-23 05:32:36,3,430.86,南京,女,45
U9490,贾风,P78682,香水,美妆,705.71,2024-10-21 18:22:18,3,2117.13,西安,女,48
U5883,褚康宏,P73771,漫画,书籍,340.9,2024-02-23 19:03:09,2,681.8,武汉,女,59
U1715,齐泰,P38758,变形金刚,玩具,55.05,2024-10-02 08:58:39,2,110.1,成都,女,22
U4149,马振健,P56208,蓝牙耳机,电子产品,1752.49,2024-07-20 06:40:20,3,5257.47,上海,女,30
U4865,强友和,P96566,智能手表,电子产品,9743.27,2024-08-14 14:59:47,4,38973.08,南京,男,35
U7598,吴仁子,P21756,四件套,家居,163.03,2024-05-15 17:46:34,3,489.09,西安,女,37
U8945,王磊仁,P73748,心理学,书籍,609.52,2024-01-01 01:13:06,4,2438.08,重庆,男,41
U3099,项裕政,P77393,哑铃,运动,186.8,2024-03-10 02:11:51,4,747.2,西安,男,18
U5770,冯富,P34239,平板电脑,电子产品,5846.75,2024-05-30 09:49:02,5,29233.75,武汉,男,64
U9245,邵杰,P80260,山地车,运动,408.86,2024-07-13 01:03:21,4,1635.44,上海,女,38
U6227,祁子峰,P98480,洗发水,美妆,231.59,2024-03-12 04:28:46,5,1157.95,苏州,男,39
U6166,钮飞鸣,P53599,口红,美妆,62.14,2024-02-13 19:47:54,4,248.56,广州,女,35
U4781,殷力康,P39769,卫衣,服装,206.34,2024-08-05 00:14:34,5,1031.7,北京,男,26
U5162,章达鹏,P75207,羽绒服,服装,208.52,2024-07-12 23:15:23,5,1042.6,武汉,男,22
U3719,莫友龙,P89588,洗发水,美妆,61.09,2024-09-10 20:09:41,1,61.09,天津,女,45
U1695,邵东,P48011,哑铃,运动,992.23,2024-11-14 00:01:35,1,992.23,重庆,女,57
U9540,卜东乐,P37923,香水,美妆,535.4,2024-07-01 15:11:49,1,535.4,深圳,女,30
U4135,王维固,P36430,羽毛球拍,运动,587.43,2024-12-25 06:49:24,4,2349.72,西安,女,27
U1678,方磊天,P59646,收纳盒,家居,1940.48,2024-09-26 05:27:23,2,3880.96,重庆,男,53
U4692,项星,P94656,拼图,玩具,214.0,2024-10-23 18:13:15,5,1070.0,北京,女,49
U9316,贝胜保,P60984,时尚杂志,书籍,175.52,2024-04-25 11:02:04,1,175.52,苏州,女,19
U1571,鲁致东,P57130,跑步鞋,运动,853.8,2024-05-06 18:01:28,5,4269.0,深圳,男,60
U4516,曹江,P92671,心理学,书籍,893.98,2024-07-29 05:24:28,3,2681.94,成都,女,30
U5154,任梁树,P59162,运动鞋,服装,914.81,2024-05-02 15:34:57,2,1829.62,西安,女,57
U1763,霍厚林,P36499,显示器,电子产品,8114.97,2024-10-24 11:54:29,4,32459.88,上海,女,51
U7353,韩彪峰,P94899,办公椅,家居,2358.27,2024-12-30 03:22:26,3,7074.81,武汉,女,46
U9360,鲍琛,P65986,漫画,书籍,674.33,2024-10-16 22:37:49,5,3371.65,深圳,男,64
U3604,陶涛富,P18339,心理学,书籍,799.76,2024-08-08 21:47:19,3,2399.28,成都,男,32
U7770,徐功谦,P78567,人物传记,书籍,849.81,2024-04-27 06:35:28,3,2549.43,杭州,男,46
U9952,时光政,P51902,人物传记,书籍,517.09,2024-02-21 09:57:36,4,2068.36,北京,男,63
U9904,吴成固,P13580,遥控车,玩具,888.19,2024-12-13 17:52:01,5,4440.95,杭州,男,61
U3328,蔡刚彬,P59315,收纳盒,家居,4817.54,2024-04-15 00:31:37,1,4817.54,西安,男,31
U7214,房谦胜,P77150,面霜,美妆,733.91,2024-12-13 01:08:21,2,1467.82,西安,女,28
U6713,姚中,P36445,蓝牙耳机,电子产品,6566.37,2024-10-25 04:24:50,1,6566.37,成都,女,64
U9788,傅翔,P44804,粉底液,美妆,318.56,2024-07-30 17:59:03,3,955.68,武汉,男,21
U1070,邓振林,P30411,笔记本电脑,电子产品,5161.3,2024-02-22 00:14:12,5,25806.5,深圳,男,45
U1767,柯俊山,P77100,变形金刚,玩具,552.19,2024-02-14 13:24:12,5,2760.95,苏州,男,59
U4292,柳松山,P50282,粉底液,美妆,220.0,2024-08-06 20:44:10,2,440.0,天津,男,48
U8769,魏琛飞,P82942,蓝牙耳机,电子产品,5107.08,2024-09-23 19:25:31,1,5107.08,成都,女,20
U9751,沈元鸣,P66931,充电宝,电子产品,2504.37,2024-12-16 20:53:19,5,12521.85,西安,男,37
U6826,袁子林,P44148,漫画,书籍,209.31,2024-04-01 23:41:59,4,837.24,天津,女,25
U5994,乐伯士,P11080,连衣裙,服装,563.62,2024-11-21 22:40:38,3,1690.86,杭州,男,42
U9168,罗裕,P50357,办公椅,家居,4286.08,2024-07-22 04:45:09,3,12858.24,深圳,男,29
U4486,苏友,P45328,变形金刚,玩具,704.2,2024-01-19 03:56:05,3,2112.6,广州,女,52
U3976,姚承信,P90474,运动鞋,服装,43.28,2024-01-01 20:06:33,2,86.56,上海,女,42
U7684,强江中,P15997,牛仔裤,服装,115.73,2024-06-01 03:02:16,3,347.19,天津,男,47
U8442,蔡轮时,P96454,防晒霜,美妆,842.99,2024-08-02 11:33:01,4,3371.96,天津,女,59
U3104,方良,P41798,乐高积木,玩具,381.55,2024-05-18 02:41:16,3,1144.65,上海,女,43
U7159,万鸣若,P52036,智能手机,电子产品,9545.66,2024-11-06 02:48:45,4,38182.64,苏州,男,54
U5135,蔡永,P37104,防晒霜,美妆,162.12,2024-10-26 21:13:05,5,810.6,北京,男,54
U6327,章士伯,P67062,智能手机,电子产品,5518.08,2024-07-22 20:24:50,3,16554.24,天津,女,61
U3757,凤新顺,P35498,平板电脑,电子产品,1560.05,2024-11-05 18:34:05,4,6240.2,苏州,男,59
U8679,干启壮,P20480,防晒霜,美妆,585.68,2024-01-04 15:33:58,4,2342.72,成都,男,35
U6642,钱承克,P20939,餐桌,家居,4160.41,2024-03-22 22:05:22,3,12481.23,广州,男,38
U8485,喻坚栋,P77046,漫画,书籍,374.91,2024-04-03 22:07:40,2,749.82,深圳,男,40
U6594,柳子,P46751,连衣裙,服装,866.86,2024-06-26 18:16:28,5,4334.3,广州,女,30
U1774,邓星平,P13576,毛绒玩具,玩具,908.48,2024-09-19 16:15:08,3,2725.44,天津,女,23
U5126,郁胜东,P87449,人物传记,书籍,361.71,2024-05-29 08:11:43,3,1085.13,深圳,男,46
U8504,邵斌栋,P13924,化妆刷套装,美妆,994.31,2024-02-29 11:12:42,3,2982.93,杭州,女,48
U7337,顾心承,P14961,蓝牙耳机,电子产品,6135.71,2024-05-01 00:57:22,3,18407.13,北京,男,31
U6366,闵若文,P48231,沙发,家居,4153.04,2024-07-09 16:02:32,1,4153.04,天津,男,39
U9334,岑之志,P83868,心理学,书籍,873.43,2024-12-20 15:24:40,2,1746.86,西安,女,60
U2726,鲍乐涛,P81358,人物传记,书籍,546.86,2024-08-25 23:12:05,2,1093.72,广州,女,28
U8694,毕炎彪,P46536,跳绳,运动,829.96,2024-01-05 06:31:00,2,1659.92,杭州,女,58
U2303,杭东,P16016,香水,美妆,345.35,2024-08-27 19:39:34,4,1381.4,西安,男,22
U1178,齐裕诚,P68374,台灯,家居,1584.47,2024-09-21 18:18:34,1,1584.47,上海,女,52
U9426,闵炎裕,P61155,连衣裙,服装,24.3,2024-06-07 00:47:39,3,72.9,成都,男,65
U3717,苗成东,P74539,夹克,服装,713.33,2024-08-03 16:22:15,3,2139.99,深圳,男,47
U1139,石雄,P29256,沙发,家居,1788.75,2024-07-17 22:52:40,4,7155.0,重庆,男,49
U5526,喻行,P52029,科幻小说,书籍,883.81,2024-11-28 07:28:10,4,3535.24,天津,女,28
U9018,和刚奇,P81314,沙发,家居,1902.81,2024-02-06 08:14:22,4,7611.24,天津,女,18
U4977,齐鹏,P83537,哑铃,运动,554.23,2024-05-20 04:04:31,2,1108.46,天津,男,22
U4471,任群有,P88856,人物传记,书籍,104.15,2024-05-06 14:00:01,5,520.75,上海,男,19
U2494,林子风,P97802,跑步鞋,运动,297.83,2024-08-07 06:07:24,5,1489.15,西安,男,65
U2269,昌顺政,P99871,抱枕,家居,3471.96,2024-11-06 23:29:37,2,6943.92,西安,男,27
U3711,俞杰旭,P21560,智能手表,电子产品,3932.54,2024-01-08 07:37:00,1,3932.54,西安,女,57
U2759,秦风胜,P27013,历史书籍,书籍,521.93,2024-04-23 00:28:18,1,521.93,广州,女,20
U3184,闵亨成,P18625,显示器,电子产品,1000.73,2024-09-14 15:37:09,5,5003.65,广州,女,48
U3085,卢信栋,P50802,智能手表,电子产品,9807.53,2024-03-19 09:58:45,2,19615.06,武汉,男,18
U2377,陶泰固,P32590,面霜,美妆,463.8,2024-01-08 12:23:42,4,1855.2,深圳,女,18
U8400,葛福,P64534,桌游,玩具,446.86,2024-02-06 09:22:34,5,2234.3,深圳,女,64
U7671,贝乐强,P98392,粉底液,美妆,881.33,2024-08-22 22:09:41,3,2643.99,杭州,男,35
U6187,严俊豪,P35243,牛仔裤,服装,585.94,2024-04-15 19:12:55,2,1171.88,上海,男,59
U4904,伍政利,P76594,智能手表,电子产品,8524.06,2024-07-24 23:53:48,3,25572.18,广州,女,59
U6264,傅新诚,P58620,羽绒服,服装,721.92,2024-03-14 22:00:11,1,721.92,武汉,女,50
U6258,马生善,P59678,办公椅,家居,4838.43,2024-06-16 04:55:13,5,24192.15,重庆,女,60
U5420,阮善炎,P16084,心理学,书籍,671.48,2024-07-23 16:49:00,1,671.48,天津,女,35
U4776,酆震,P93021,篮球,运动,333.61,2024-09-24 16:01:21,4,1334.44,西安,女,53
U4894,俞杰翔,P27677,牛仔裤,服装,428.19,2024-05-28 00:50:50,1,428.19,广州,女,34
U2030,毛波诚,P46127,哑铃,运动,260.78,2024-12-06 11:05:13,1,260.78,上海,男,30
U8331,骆天新,P34337,平板电脑,电子产品,3346.07,2024-05-26 17:00:03,4,13384.28,武汉,男,18
U4210,季弘,P25266,夹克,服装,180.93,2024-12-26 22:58:58,5,904.65,杭州,男,32
U2021,周栋江,P12177,智能手机,电子产品,4874.72,2024-06-19 04:57:24,3,14624.16,苏州,女,34
U8590,强晨兴,P51517,科幻小说,书籍,729.34,2024-08-04 21:49:15,4,2917.36,武汉,男,31
U1337,邓豪,P45961,四件套,家居,4085.78,2024-04-17 01:02:35,4,16343.12,武汉,男,50
U2798,米成民,P44347,连衣裙,服装,458.39,2024-12-17 07:30:23,1,458.39,广州,男,27
U4909,路亨辉,P33567,蓝牙耳机,电子产品,3114.91,2024-02-14 22:06:59,3,9344.73,深圳,女,19
U7590,宋鸣,P20796,防晒霜,美妆,841.27,2024-07-17 09:36:46,2,1682.54,上海,女,18
U8818,贾以军,P16928,瑜伽垫,运动,119.63,2024-03-04 10:31:56,5,598.15,深圳,男,65
U5822,陈亨良,P65150,面霜,美妆,765.27,2024-11-01 01:17:04,1,765.27,北京,女,31
U3328,杨家诚,P24220,历史书籍,书籍,224.06,2024-09-27 05:39:47,1,224.06,成都,女,25
U2553,卜先,P10361,显示器,电子产品,8629.71,2024-06-27 08:51:28,3,25889.13,西安,女,56
U1210,任壮先,P20936,历史书籍,书籍,780.1,2024-06-05 22:12:17,3,2340.3,成都,男,42
U1234,熊义利,P52099,乐高积木,玩具,585.69,2024-03-08 22:40:48,1,585.69,上海,男,44
U4804,邵哲腾,P96916,心理学,书籍,628.18,2024-11-05 00:42:59,3,1884.54,上海,男,41
U7764,房海,P21780,遥控车,玩具,923.66,2024-01-07 18:40:43,4,3694.64,成都,男,47
U1350,贝航学,P37430,牛仔裤,服装,83.47,2024-04-12 06:56:42,5,417.35,南京,女,21
U6042,房雄东,P30168,T恤,服装,807.69,2024-10-05 16:43:35,2,1615.38,西安,男,34
U5139,应榕祥,P22376,抱枕,家居,3133.98,2024-09-05 22:44:29,2,6267.96,北京,女,35
U8381,明进,P86632,心理学,书籍,590.14,2024-12-16 05:46:23,2,1180.28,深圳,女,29
U4807,昌泽,P24549,跳绳,运动,421.83,2024-11-12 04:49:13,1,421.83,苏州,男,51
U4508,昝壮之,P45010,人物传记,书籍,673.86,2024-02-15 18:08:28,3,2021.58,重庆,女,35
U7580,万安磊,P78878,技术教材,书籍,933.41,2024-01-31 21:39:28,5,4667.05,西安,女,28
U5004,萧志清,P80462,智能手机,电子产品,2160.14,2024-03-11 14:55:52,1,2160.14,南京,女,19
U2676,邵善炎,P39340,餐桌,家居,1097.17,2024-04-01 01:58:06,5,5485.85,广州,女,29
U5649,阮宁,P42452,篮球,运动,58.33,2024-08-16 03:59:31,3,174.99,深圳,女,35
U8746,季伦林,P93303,餐桌,家居,4837.49,2024-11-12 23:16:46,2,9674.98,广州,男,19
U4153,项之福,P20341,化妆刷套装,美妆,76.11,2024-11-14 17:14:01,4,304.44,重庆,女,33
U1332,华坚世,P92280,智能手表,电子产品,3564.53,2024-11-26 00:02:47,4,14258.12,天津,女,29
U3541,酆有,P65708,牛仔裤,服装,807.91,2024-07-21 03:53:44,1,807.91,北京,女,23
U6450,李志,P49826,沙发,家居,3050.69,2024-01-17 12:56:08,4,12202.76,广州,男,21
U9776,平贵雄,P94941,羽毛球拍,运动,875.67,2024-04-29 09:02:15,4,3502.68,武汉,男,27
U3540,董会茂,P75866,防晒霜,美妆,745.41,2024-07-29 09:24:12,1,745.41,武汉,男,63
U6437,诸豪顺,P90557,变形金刚,玩具,195.26,2024-02-22 14:08:42,2,390.52,西安,男,28
U8353,干朗启,P47223,哑铃,运动,359.98,2024-10-24 02:42:56,4,1439.92,上海,女,36
U2429,宣群永,P60677,科幻小说,书籍,954.17,2024-07-27 10:01:25,4,3816.68,杭州,男,19
U8824,冯龙乐,P73065,化妆刷套装,美妆,122.51,2024-02-15 00:52:28,5,612.55,北京,男,44
U7847,罗时轮,P67125,羽绒服,服装,652.35,2024-02-16 15:05:38,2,1304.7,深圳,女,60
U1275,韦林,P24493,篮球,运动,489.48,2024-08-03 09:26:56,5,2447.4,苏州,女,46
U5666,包辰裕,P56704,羽毛球拍,运动,577.66,2024-11-28 07:01:24,2,1155.32,上海,男,59
U5503,项弘会,P86997,毛绒玩具,玩具,259.14,2024-11-28 01:50:30,4,1036.56,成都,女,49
U7843,莫昌辰,P54311,平板电脑,电子产品,6743.71,2024-12-02 10:37:54,1,6743.71,上海,男,48
U7200,阮利,P46075,口红,美妆,681.89,2024-03-09 01:20:03,1,681.89,杭州,女,44
U9924,湛伟进,P99265,T恤,服装,426.03,2024-11-24 02:59:17,5,2130.15,武汉,男,33
U7940,虞子若,P40721,遥控车,玩具,676.34,2024-06-02 09:22:41,2,1352.68,天津,男,50
U5818,闵涛鹏,P47611,粉底液,美妆,708.98,2024-02-28 15:14:30,2,1417.96,西安,女,21
U8048,何功斌,P62055,夹克,服装,101.66,2024-03-01 06:49:27,4,406.64,成都,女,20
U2590,计楠,P20699,香水,美妆,87.58,2024-04-24 19:04:24,1,87.58,西安,女,58
U6761,冯伦,P80253,运动鞋,服装,923.97,2024-09-19 11:40:03,2,1847.94,武汉,男,24
U6608,谈光昌,P13006,餐桌,家居,2505.98,2024-03-25 04:40:55,5,12529.9,武汉,男,34
U6605,秦震朋,P97015,羽绒服,服装,144.64,2024-07-09 07:30:19,3,433.92,武汉,男,54
U4934,宣强震,P77272,蓝牙耳机,电子产品,7045.26,2024-05-23 20:13:17,4,28181.04,北京,男,52
U1816,酆行士,P36749,山地车,运动,680.41,2024-09-26 14:12:51,3,2041.23,杭州,男,42
U6293,陶祥伟,P72910,口红,美妆,622.51,2024-01-31 19:02:32,3,1867.53,南京,女,26
U6146,梁家钧,P31332,餐桌,家居,3034.55,2024-11-04 06:11:42,4,12138.2,苏州,女,45
U6728,伏亮,P72725,智能手表,电子产品,4350.33,2024-01-12 18:32:03,3,13050.99,重庆,女,60
U1582,崔力,P16207,T恤,服装,82.52,2024-08-06 07:18:44,2,165.04,苏州,女,53
U6188,苏伯峰,P72854,化妆刷套装,美妆,831.21,2024-10-14 03:43:18,2,1662.42,广州,女,54
U7569,强学平,P18257,跳绳,运动,418.18,2024-06-11 13:34:06,4,1672.72,武汉,女,50
U6830,禹国,P74411,心理学,书籍,65.75,2024-04-02 04:11:08,3,197.25,苏州,男,58
U4765,臧策福,P69252,显示器,电子产品,3285.96,2024-09-05 12:16:26,3,9857.88,苏州,女,37
U9139,凌奇,P90872,洗发水,美妆,116.56,2024-07-01 13:57:31,5,582.8,重庆,女,55
U6135,王朋庆,P89659,洗发水,美妆,643.13,2024-02-04 02:53:54,4,2572.52,天津,女,63
U9920,祝会敬,P90194,技术教材,书籍,78.85,2024-06-27 14:37:52,2,157.7,成都,男,61
U1311,元成德,P19498,运动鞋,服装,909.94,2024-07-08 22:34:32,4,3639.76,天津,男,47
U5459,苗琛杰,P87471,跑步鞋,运动,775.5,2024-05-11 01:53:54,1,775.5,广州,女,52
U2132,柳力,P23277,办公椅,家居,1105.9,2024-11-16 04:06:51,2,2211.8,广州,女,28
U8448,姜超,P48256,香水,美妆,227.06,2024-11-14 10:54:12,1,227.06,苏州,女,65
U2126,尤光炎,P67673,平板电脑,电子产品,530.75,2024-05-07 22:13:00,1,530.75,西安,男,30
U3444,戴彪风,P72691,瑜伽垫,运动,291.79,2024-01-08 16:04:48,5,1458.95,北京,女,49
U7166,项腾,P72816,羽绒服,服装,125.28,2024-01-15 00:18:12,2,250.56,杭州,女,31
U7069,俞国俊,P11803,羽毛球拍,运动,431.58,2024-12-29 10:20:52,5,2157.9,苏州,女,26
U9351,史贵敬,P98882,拼图,玩具,52.45,2024-04-18 02:58:38,5,262.25,上海,女,37
U1143,袁厚哲,P30884,芭比娃娃,玩具,643.53,2024-07-13 17:47:21,3,1930.59,苏州,女,40
U5728,郑保功,P86366,芭比娃娃,玩具,745.38,2024-10-06 21:57:14,3,2236.14,重庆,女,46
U8674,颜善星,P73175,粉底液,美妆,323.73,2024-02-04 11:03:28,2,647.46,杭州,女,28
U5121,莫博航,P67408,香水,美妆,811.58,2024-10-29 03:03:33,2,1623.16,北京,女,51
U3214,云辉,P31717,粉底液,美妆,752.65,2024-05-12 01:51:55,3,2257.95,深圳,女,47
U2641,钮和豪,P43192,显示器,电子产品,1620.43,2024-11-16 05:02:44,1,1620.43,上海,男,44
U4322,孟旭强,P94023,T恤,服装,186.36,2024-08-26 01:15:08,3,559.08,杭州,男,31
U7572,贲旭仁,P75301,牛仔裤,服装,877.15,2024-10-25 20:20:12,1,877.15,广州,女,36
