用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U1832,路和,P19347,历史书籍,书籍,537.01,2024-10-16 00:44:17,5,2685.05,武汉,女,25
U3565,俞辰,P35903,充电宝,电子产品,2585.37,2024-09-24 18:15:00,2,5170.74,西安,女,24
U5573,贲超,P21615,人物传记,书籍,91.93,2024-05-24 23:30:53,4,367.72,深圳,女,35
U8332,苗诚浩,P19860,笔记本电脑,电子产品,7410.45,2024-03-26 10:33:34,2,14820.9,杭州,男,28
U8966,邱言鹏,P10647,遥控车,玩具,348.69,2024-02-10 13:19:01,4,1394.76,苏州,男,26
U8316,康信,P53294,夹克,服装,180.8,2024-07-29 03:11:36,2,361.6,重庆,男,36
U1589,霍风裕,P20454,防晒霜,美妆,344.76,2024-08-04 00:55:23,2,689.52,北京,男,44
U4022,单毅,P31118,笔记本电脑,电子产品,1123.78,2024-06-03 19:05:56,3,3371.34,广州,男,36
U1870,梅楠,P38679,蓝牙耳机,电子产品,6797.55,2024-05-12 01:18:42,3,20392.65,武汉,男,44
U6514,庞翔成,P92403,人物传记,书籍,815.36,2024-03-22 06:36:56,2,1630.72,广州,男,57
U8474,贝厚钧,P47838,台灯,家居,4620.7,2024-07-03 20:56:38,3,13862.1,武汉,女,54
U1633,穆松,P84807,拼图,玩具,216.7,2024-08-21 07:42:19,5,1083.5,广州,男,25
U8380,任保策,P44362,T恤,服装,742.04,2024-09-18 20:41:35,4,2968.16,苏州,男,26
U2170,花平,P99007,遥控车,玩具,923.18,2024-02-16 20:40:55,1,923.18,杭州,女,21
U3046,裘旭成,P24295,四件套,家居,470.44,2024-06-30 08:53:35,3,1411.32,北京,男,31
U8495,毕林彪,P25343,粉底液,美妆,165.0,2024-01-20 07:36:53,1,165.0,北京,女,52
U4348,刁旭,P79394,牛仔裤,服装,446.91,2024-03-01 02:42:58,3,1340.73,上海,男,35
U2502,张斌学,P80407,牛仔裤,服装,126.87,2024-12-28 13:43:24,5,634.35,重庆,女,47
U2979,孔广,P21420,口红,美妆,662.48,2024-06-08 19:35:38,1,662.48,北京,女,63
U9888,吉友冠,P75947,粉底液,美妆,502.4,2024-10-13 22:53:25,1,502.4,上海,女,41
U2758,唐启邦,P84924,化妆刷套装,美妆,836.03,2024-12-09 17:19:04,5,4180.15,杭州,男,27
U7647,时奇,P40169,跑步鞋,运动,620.83,2024-03-10 07:06:27,5,3104.15,武汉,男,47
U3869,雷杰清,P65657,芭比娃娃,玩具,1015.48,2024-12-11 14:51:24,1,1015.48,广州,男,42
U8315,和保德,P36929,沙发,家居,4236.05,2024-04-15 15:50:50,3,12708.15,南京,男,32
U1863,朱亮,P79603,智能手表,电子产品,4403.24,2024-07-03 23:43:45,2,8806.48,西安,男,53
U1734,伏子楠,P74727,心理学,书籍,428.99,2024-04-30 14:16:50,2,857.98,重庆,男,19
U6364,经建顺,P19312,办公椅,家居,2515.4,2024-12-28 10:36:38,2,5030.8,成都,男,49
U6986,邵林,P32287,化妆刷套装,美妆,674.28,2024-07-18 11:04:24,3,2022.84,深圳,女,42
U4185,屈心乐,P71411,台灯,家居,4607.28,2024-02-05 06:55:58,5,23036.4,上海,女,35
U8713,颜毅哲,P34523,笔记本电脑,电子产品,10342.89,2024-03-07 05:53:07,1,10342.89,天津,男,63
U5740,柳波宁,P32510,漫画,书籍,1011.51,2024-06-12 10:03:29,3,3034.53,北京,男,58
U7724,褚顺飞,P44236,口红,美妆,364.15,2024-04-16 12:44:59,5,1820.75,南京,女,39
U8992,胡乐弘,P96268,卫衣,服装,851.27,2024-02-01 10:53:10,1,851.27,天津,男,38
U9496,孔星,P67978,平板电脑,电子产品,1164.0,2024-02-03 20:38:51,2,2328.0,广州,女,44
U7253,孔峰,P71464,心理学,书籍,256.26,2024-11-18 03:36:06,5,1281.3,广州,男,32
U8362,田伟若,P30277,科幻小说,书籍,208.3,2024-05-11 09:25:13,2,416.6,西安,男,52
U3737,邱安,P22351,四件套,家居,427.5,2024-09-10 20:29:59,2,855.0,重庆,女,27
U8014,缪翔天,P19848,拼图,玩具,716.28,2024-12-14 08:42:43,4,2865.12,成都,女,35
U1782,谈清震,P26546,漫画,书籍,421.14,2024-10-27 17:13:40,1,421.14,重庆,男,56
U8909,伍文以,P87256,山地车,运动,447.87,2024-08-07 10:16:56,2,895.74,西安,男,46
U9443,陶发飞,P80710,防晒霜,美妆,830.33,2024-06-30 20:36:31,3,2490.99,成都,女,59
U1475,霍心光,P75142,香水,美妆,988.18,2024-09-28 15:21:11,5,4940.9,西安,男,19
U8059,汪林晨,P45859,心理学,书籍,486.66,2024-04-07 22:29:26,4,1946.64,南京,女,29
U8881,祁清博,P54643,运动鞋,服装,462.23,2024-06-03 13:05:10,1,462.23,上海,女,31
U5357,凌义,P56600,抱枕,家居,4501.16,2024-03-11 08:41:44,3,13503.48,苏州,男,54
U9684,韦文政,P20365,面霜,美妆,489.64,2024-01-10 15:28:45,2,979.28,杭州,男,50
U8449,穆固琛,P21688,T恤,服装,644.46,2024-08-20 20:03:04,1,644.46,上海,女,51
U6801,毕克,P67753,T恤,服装,126.44,2024-03-29 15:49:52,5,632.2,成都,男,55
U8442,彭毅梁,P47516,卫衣,服装,857.88,2024-01-01 14:10:10,5,4289.4,重庆,男,51
U9607,傅震,P83371,心理学,书籍,223.82,2024-06-16 11:08:01,4,895.28,深圳,女,34
U2115,洪绍树,P11380,防晒霜,美妆,155.83,2024-02-04 10:25:05,2,311.66,成都,女,50
U5889,许胜祥,P75869,技术教材,书籍,128.7,2024-04-23 07:11:00,5,643.5,天津,男,32
U2616,管奇,P99133,桌游,玩具,654.37,2024-04-28 18:47:32,3,1963.11,广州,男,23
U7922,王平,P88722,哑铃,运动,635.03,2024-03-15 04:03:59,3,1905.09,北京,男,25
U4335,郑超天,P68575,技术教材,书籍,432.65,2024-01-16 12:21:34,2,865.3,南京,男,62
U2576,包钧昌,P95460,收纳盒,家居,1615.68,2024-04-05 06:58:29,2,3231.36,天津,男,18
U3776,霍飞义,P87950,四件套,家居,587.03,2024-09-14 15:05:59,3,1761.09,深圳,女,46
U4579,钮中,P41704,科幻小说,书籍,411.29,2024-01-07 21:26:53,1,411.29,南京,女,61
U1117,安朋,P27950,瑜伽垫,运动,611.94,2024-10-03 00:28:09,5,3059.7,武汉,女,19
U6498,钟航亮,P92433,人物传记,书籍,135.21,2024-09-23 23:51:47,1,135.21,重庆,男,40
U1972,胡保会,P69540,哑铃,运动,1025.82,2024-02-16 11:58:44,3,3077.46,成都,男,52
U7375,顾江新,P35092,面霜,美妆,1007.53,2024-12-16 18:08:01,5,5037.65,杭州,女,19
U5593,柯宁泽,P13287,篮球,运动,73.83,2024-01-25 12:43:10,3,221.49,天津,女,33
U5889,顾梁,P76903,时尚杂志,书籍,414.27,2024-07-17 13:32:46,2,828.54,杭州,男,42
U6089,宋泽俊,P56553,篮球,运动,32.81,2024-12-07 10:28:44,3,98.43,南京,男,37
U7111,姚功,P80170,粉底液,美妆,619.28,2024-06-13 23:02:37,3,1857.84,天津,女,60
U7605,郝启,P68337,遥控车,玩具,152.72,2024-01-23 05:23:58,4,610.88,武汉,女,65
U7607,韦顺康,P30356,智能手表,电子产品,10235.78,2024-06-19 20:35:47,1,10235.78,成都,女,55
U4358,宣俊峰,P35336,桌游,玩具,521.06,2024-02-08 03:53:49,5,2605.3,深圳,男,44
U7158,钱轮,P41496,羽毛球拍,运动,517.41,2024-02-28 04:11:13,4,2069.64,北京,女,21
U4708,伏伯敬,P68581,乐高积木,玩具,1047.75,2024-12-07 19:49:45,4,4191.0,苏州,男,53
U6833,孔俊飞,P11384,卫衣,服装,627.93,2024-12-01 23:40:49,3,1883.79,北京,男,30
U6126,季天言,P56064,变形金刚,玩具,626.72,2024-01-10 06:04:29,3,1880.16,深圳,女,22
U2783,单德诚,P34525,跳绳,运动,685.01,2024-02-28 05:18:35,5,3425.05,武汉,男,18
U1732,屈栋言,P33288,羽绒服,服装,572.73,2024-10-08 14:52:50,3,1718.19,天津,男,32
U8861,滕震,P35793,哑铃,运动,476.61,2024-03-03 22:10:27,4,1906.44,杭州,男,28
U6052,虞安盛,P91167,智能手机,电子产品,7934.96,2024-07-25 07:34:04,4,31739.84,广州,男,26
U5507,阮邦,P40996,人物传记,书籍,88.11,2024-06-03 07:24:08,2,176.22,苏州,男,44
U7169,刁亨新,P56296,充电宝,电子产品,8426.09,2024-03-10 23:30:14,3,25278.27,北京,女,54
U4170,水胜,P13362,面霜,美妆,621.08,2024-04-29 03:38:26,5,3105.4,重庆,女,52
U2506,缪雄朗,P69268,抱枕,家居,4665.2,2024-02-24 02:48:52,2,9330.4,北京,女,62
U3972,戚心翔,P83300,时尚杂志,书籍,816.25,2024-01-17 01:22:10,2,1632.5,西安,男,47
U3285,明军豪,P69597,技术教材,书籍,610.74,2024-11-02 05:04:36,5,3053.7,北京,男,63
U9296,滕风山,P50908,羽绒服,服装,232.87,2024-05-21 09:58:04,1,232.87,杭州,女,21
U5278,魏庆进,P18856,羽毛球拍,运动,576.22,2024-01-14 12:11:50,2,1152.44,苏州,男,44
U8528,岑坚邦,P26340,瑜伽垫,运动,708.77,2024-03-13 11:10:28,4,2835.08,天津,女,47
U8634,施克峰,P26866,洗发水,美妆,712.56,2024-05-05 05:18:34,1,712.56,重庆,男,56
U9568,彭仁,P10181,四件套,家居,5147.16,2024-08-22 04:14:15,3,15441.48,杭州,女,45
U9028,卜博,P52531,防晒霜,美妆,649.25,2024-07-20 22:29:49,4,2597.0,北京,女,53
U1935,成家善,P35861,香水,美妆,653.47,2024-04-16 03:17:07,1,653.47,苏州,男,51
U8814,罗航邦,P63356,毛绒玩具,玩具,1034.92,2024-01-16 19:05:52,2,2069.84,重庆,男,35
U6611,杨茂文,P55779,篮球,运动,526.98,2024-07-15 15:28:31,3,1580.94,南京,女,60
U3535,洪腾俊,P46324,桌游,玩具,726.14,2024-10-06 04:22:49,3,2178.42,成都,男,42
U9383,邵军震,P80803,四件套,家居,1276.61,2024-04-12 07:13:15,1,1276.61,深圳,女,30
U4198,伍豪乐,P34307,抱枕,家居,3222.7,2024-12-16 16:25:26,5,16113.5,成都,女,42
U2253,石平保,P83974,芭比娃娃,玩具,81.15,2024-02-09 14:58:16,1,81.15,武汉,男,58
U7924,柏航厚,P98518,面霜,美妆,942.05,2024-09-23 15:46:29,1,942.05,成都,女,38
U8218,陈志时,P97982,台灯,家居,2989.73,2024-08-12 20:33:21,3,8969.19,西安,男,44
U7137,和利,P25264,洗发水,美妆,923.97,2024-04-27 18:44:39,4,3695.88,成都,男,33
U1393,汤保志,P90151,台灯,家居,4874.56,2024-06-24 19:05:56,5,24372.8,杭州,女,33
U3962,项腾力,P28604,T恤,服装,953.31,2024-04-23 03:13:22,3,2859.93,天津,男,62
U4764,顾学,P68275,智能手表,电子产品,6599.92,2024-03-05 22:10:00,1,6599.92,北京,女,46
U9476,吴军成,P85784,心理学,书籍,493.2,2024-09-27 07:47:44,4,1972.8,西安,女,23
U5921,卫榕清,P27837,蓝牙耳机,电子产品,4588.82,2024-01-14 05:20:16,5,22944.1,天津,男,39
U7047,刁武成,P13528,遥控车,玩具,265.48,2024-11-10 13:41:52,4,1061.92,广州,女,35
U8837,盛先元,P37200,夹克,服装,746.4,2024-04-12 03:15:42,3,2239.2,南京,女,38
U1697,和杰坚,P98244,连衣裙,服装,951.32,2024-01-09 17:59:38,2,1902.64,杭州,男,45
U8899,高有梁,P70705,蓝牙耳机,电子产品,10449.12,2024-12-25 18:20:35,2,20898.24,上海,女,24
U9335,解星政,P48294,夹克,服装,261.54,2024-10-26 12:39:42,4,1046.16,上海,女,44
U2155,罗永梁,P69273,蓝牙耳机,电子产品,2410.45,2024-04-13 17:19:51,5,12052.25,南京,女,38
U1357,常刚,P76180,粉底液,美妆,114.49,2024-03-13 19:28:35,1,114.49,成都,男,50
U5755,凤腾亮,P11141,四件套,家居,1837.61,2024-02-25 19:55:37,1,1837.61,西安,女,47
U2351,谢龙仁,P96341,运动鞋,服装,429.73,2024-03-19 09:04:16,2,859.46,南京,男,63
U9441,戚彪,P56006,防晒霜,美妆,297.0,2024-08-30 09:14:04,3,891.0,天津,女,53
U2402,方武壮,P86486,智能手表,电子产品,6815.04,2024-05-07 15:33:47,3,20445.12,南京,女,25
U1244,宣志世,P37358,乐高积木,玩具,68.43,2024-12-19 11:45:22,3,205.29,北京,男,25
U1811,邓国才,P30386,抱枕,家居,3862.48,2024-08-19 04:48:00,4,15449.92,武汉,女,53
U9578,贺东福,P58610,芭比娃娃,玩具,537.18,2024-08-13 10:34:19,3,1611.54,北京,女,56
U7441,尹义河,P65629,四件套,家居,3514.25,2024-10-05 15:53:52,1,3514.25,苏州,女,49
U3483,汤康林,P64084,连衣裙,服装,755.11,2024-06-21 17:33:30,2,1510.22,成都,女,65
U3699,冯和,P85695,沙发,家居,4685.93,2024-04-07 23:03:10,2,9371.86,天津,男,18
U3919,董策,P57634,漫画,书籍,150.33,2024-06-21 15:05:21,2,300.66,南京,女,53
U1491,郑致冠,P98108,牛仔裤,服装,778.62,2024-08-28 13:14:51,5,3893.1,杭州,男,63
U2194,童岩心,P77072,智能手表,电子产品,4375.5,2024-02-08 20:51:06,2,8751.0,上海,女,58
U3479,黄鸣功,P88619,夹克,服装,463.01,2024-09-08 13:45:22,3,1389.03,杭州,男,59
U7365,闵邦,P31892,餐桌,家居,1191.34,2024-08-28 06:38:45,1,1191.34,深圳,女,65
U7167,徐中国,P98578,蓝牙耳机,电子产品,5782.21,2024-12-25 11:46:33,2,11564.42,苏州,男,56
U1115,元晨,P89861,智能手表,电子产品,9997.21,2024-04-24 13:06:31,2,19994.42,重庆,女,22
U9454,郝亨翰,P19852,技术教材,书籍,431.62,2024-11-27 05:29:32,3,1294.86,苏州,男,45
U4270,柯俊榕,P90283,台灯,家居,4688.98,2024-05-28 03:35:22,1,4688.98,武汉,男,20
U2787,单杰世,P79490,哑铃,运动,455.0,2024-10-04 16:57:33,1,455.0,杭州,女,27
U5155,朱富奇,P96283,羽毛球拍,运动,729.81,2024-03-21 16:54:14,1,729.81,杭州,女,33
U4149,张安祥,P61414,羽绒服,服装,633.19,2024-07-20 01:35:57,1,633.19,北京,男,25
U8823,谢弘安,P76734,口红,美妆,731.7,2024-01-18 10:51:35,2,1463.4,西安,男,53
U4304,崔亮弘,P80674,洗发水,美妆,173.23,2024-10-05 17:51:08,1,173.23,武汉,女,60
U6419,钱炎,P89431,洗发水,美妆,279.34,2024-12-18 09:26:29,3,838.02,苏州,女,55
U5967,薛亨先,P56527,口红,美妆,880.29,2024-04-10 02:43:29,2,1760.58,西安,男,54
U9969,宗彪梁,P18661,充电宝,电子产品,10261.19,2024-07-15 23:48:19,5,51305.95,苏州,男,48
U6107,邵武,P64817,夹克,服装,795.77,2024-08-28 07:38:17,1,795.77,北京,女,35
U2099,麻岩树,P22819,台灯,家居,5193.74,2024-11-17 12:40:50,5,25968.7,天津,女,49
U4658,虞斌松,P15941,乐高积木,玩具,577.13,2024-02-01 18:11:21,4,2308.52,杭州,女,65
U9314,任子河,P77915,智能手表,电子产品,4798.93,2024-01-12 18:12:00,3,14396.79,西安,女,38
U2915,皮涛风,P56439,办公椅,家居,1958.48,2024-02-23 05:27:08,2,3916.96,广州,男,50
U9625,于海,P92402,夹克,服装,962.41,2024-08-03 02:53:37,3,2887.23,武汉,女,36
U7491,顾磊功,P76588,面霜,美妆,610.18,2024-08-12 01:53:23,2,1220.36,北京,女,37
U3699,华振宁,P89943,四件套,家居,2371.4,2024-12-02 15:16:05,3,7114.2,苏州,男,52
U5566,霍友,P47436,防晒霜,美妆,315.74,2024-01-18 13:33:31,3,947.22,杭州,女,43
U2572,柳政敬,P75640,口红,美妆,185.62,2024-07-16 20:35:02,1,185.62,重庆,男,41
U9576,熊邦,P22157,充电宝,电子产品,1937.93,2024-09-07 15:46:01,5,9689.65,重庆,男,20
U4406,江彪,P89918,瑜伽垫,运动,95.84,2024-06-08 07:44:01,2,191.68,北京,女,21
U3132,徐光,P22668,沙发,家居,4884.82,2024-08-25 19:53:31,3,14654.46,南京,男,30
U9544,邬浩彪,P17305,夹克,服装,72.08,2024-03-23 09:49:34,4,288.32,深圳,女,34
U5172,江健邦,P40973,笔记本电脑,电子产品,3666.84,2024-12-21 19:17:25,1,3666.84,苏州,男,52
U4503,郁福,P96497,瑜伽垫,运动,334.91,2024-04-01 19:53:15,4,1339.64,北京,女,21
U1189,吴兴,P94605,平板电脑,电子产品,10203.29,2024-03-21 10:47:43,4,40813.16,成都,男,27
U5648,徐乐,P48479,粉底液,美妆,159.41,2024-02-05 17:31:46,3,478.23,重庆,男,24
U2451,郑武邦,P94661,餐桌,家居,2453.77,2024-07-03 17:58:51,1,2453.77,上海,男,51
U6097,米亨,P49133,香水,美妆,832.49,2024-03-17 13:12:51,3,2497.47,苏州,女,42
U5837,左达,P85060,心理学,书籍,817.2,2024-12-26 16:50:05,5,4086.0,深圳,女,30
U1200,霍钧豪,P98846,防晒霜,美妆,968.0,2024-09-18 01:42:22,2,1936.0,西安,女,31
U9646,彭飞新,P63561,毛绒玩具,玩具,438.92,2024-01-09 08:02:53,4,1755.68,武汉,男,25
U3480,吴杰振,P11605,收纳盒,家居,4930.67,2024-11-28 19:18:42,5,24653.35,苏州,男,27
U9197,金安之,P69413,沙发,家居,3872.21,2024-12-09 09:29:09,2,7744.42,武汉,男,33
U1292,屈若策,P15038,餐桌,家居,987.88,2024-10-07 12:29:45,1,987.88,南京,男,44
U7679,窦弘龙,P52069,哑铃,运动,73.31,2024-03-09 12:39:05,5,366.55,重庆,男,19
U3283,宣盛政,P41942,面霜,美妆,155.85,2024-04-11 12:07:15,1,155.85,天津,女,60
U4696,王亨克,P43317,历史书籍,书籍,956.49,2024-01-30 03:54:50,4,3825.96,广州,女,20
U2592,尹亮伦,P10084,平板电脑,电子产品,9609.35,2024-09-20 01:06:57,5,48046.75,成都,男,39
U3035,褚广,P90406,芭比娃娃,玩具,781.98,2024-09-26 15:49:26,4,3127.92,广州,男,46
U7255,柏元和,P97466,智能手机,电子产品,5068.89,2024-01-27 08:24:41,1,5068.89,西安,男,31
U5685,尤宏伟,P16459,收纳盒,家居,1189.72,2024-10-12 18:09:51,4,4758.88,杭州,男,63
U4126,姜宏壮,P32625,历史书籍,书籍,713.13,2024-12-08 17:48:48,4,2852.52,杭州,男,57
U2357,姚明,P89124,科幻小说,书籍,923.04,2024-04-30 22:23:09,2,1846.08,天津,女,30
U3897,吕刚,P74674,芭比娃娃,玩具,220.45,2024-07-05 01:36:13,3,661.35,武汉,女,53
U6093,祝泽腾,P32831,桌游,玩具,594.93,2024-10-12 20:40:58,5,2974.65,重庆,男,32
U6009,柯力,P48943,充电宝,电子产品,5999.14,2024-03-11 11:45:03,5,29995.7,上海,男,34
U6837,戴思涛,P51127,芭比娃娃,玩具,203.61,2024-05-02 17:06:07,5,1018.05,北京,女,45
U3436,岑琛克,P99746,防晒霜,美妆,37.17,2024-07-24 02:27:59,4,148.68,北京,女,47
U1594,昝言志,P76761,漫画,书籍,697.54,2024-09-03 19:14:08,3,2092.62,南京,男,22
U4232,莫国富,P53746,心理学,书籍,687.21,2024-04-09 13:04:17,3,2061.63,成都,男,36
U3507,田启谦,P87838,牛仔裤,服装,804.08,2024-09-18 07:44:36,3,2412.24,杭州,男,62
U9873,成保,P47395,漫画,书籍,273.88,2024-05-16 02:40:37,3,821.64,苏州,男,27
U4344,秦龙亨,P48087,漫画,书籍,322.58,2024-12-01 14:32:53,5,1612.9,西安,男,46
U3695,鲁博信,P10022,笔记本电脑,电子产品,1740.02,2024-02-22 05:31:55,1,1740.02,北京,女,18
U7502,唐维祥,P13068,抱枕,家居,3910.64,2024-05-18 01:56:34,5,19553.2,天津,男,60
U5923,贺文光,P61493,口红,美妆,829.33,2024-12-16 13:45:40,1,829.33,成都,女,31
U8099,伏龙胜,P83694,化妆刷套装,美妆,795.0,2024-04-13 21:49:23,5,3975.0,成都,男,51
U4223,石榕,P39609,变形金刚,玩具,197.83,2024-03-20 20:34:51,4,791.32,西安,女,57
U6765,霍琛言,P22653,科幻小说,书籍,103.48,2024-04-01 00:00:49,3,310.44,武汉,女,37
U8133,郑贵进,P41437,办公椅,家居,4792.81,2024-06-10 16:09:26,3,14378.43,广州,男,46
U5970,汪勇士,P75867,技术教材,书籍,406.33,2024-05-16 12:54:41,4,1625.32,成都,女,37
U4574,宗毅启,P99686,拼图,玩具,850.13,2024-10-18 19:48:38,4,3400.52,北京,女,20
U5633,臧炎敬,P32531,卫衣,服装,204.35,2024-10-14 15:44:01,3,613.05,上海,男,31
U8744,黄盛学,P62941,山地车,运动,142.97,2024-12-23 00:21:38,3,428.91,武汉,女,46
U2529,蔡涛,P17991,T恤,服装,164.94,2024-11-17 23:17:35,5,824.7,武汉,女,57
U6235,戚敬江,P41314,心理学,书籍,968.65,2024-07-04 13:49:52,4,3874.6,重庆,男,34
U1811,穆冠奇,P37592,山地车,运动,627.09,2024-10-27 03:25:26,3,1881.27,广州,女,54
U8378,邵彪兴,P51010,人物传记,书籍,616.86,2024-03-26 11:50:25,4,2467.44,天津,男,58
U9861,谈承楠,P56754,台灯,家居,5159.78,2024-11-16 12:18:06,4,20639.12,天津,男,42
U1882,明朋会,P68029,技术教材,书籍,432.62,2024-06-07 22:15:51,5,2163.1,上海,男,63
U3001,崔奇,P47914,收纳盒,家居,2645.47,2024-11-22 09:20:28,5,13227.35,广州,男,36
U9776,蓝梁震,P27122,洗发水,美妆,567.19,2024-03-03 23:35:41,5,2835.95,重庆,男,18
U2092,蔡星,P18282,羽毛球拍,运动,148.71,2024-02-02 19:41:42,1,148.71,北京,男,44
U2587,姜良祥,P93736,遥控车,玩具,350.95,2024-09-11 00:01:41,2,701.9,上海,女,36
U7098,沈发冠,P56743,化妆刷套装,美妆,230.04,2024-10-02 02:47:14,5,1150.2,成都,女,23
U9871,梅贵世,P69473,羽毛球拍,运动,577.34,2024-03-31 12:24:36,5,2886.7,西安,男,49
U7251,俞发,P35205,桌游,玩具,1018.5,2024-07-19 19:39:17,3,3055.5,北京,女,32
U9491,刁生林,P34613,化妆刷套装,美妆,967.9,2024-08-16 13:03:10,1,967.9,重庆,男,57
U3465,左新,P62156,运动鞋,服装,904.46,2024-10-23 19:53:37,3,2713.38,北京,女,32
U8330,宗斌志,P62506,四件套,家居,2659.09,2024-07-04 12:28:08,2,5318.18,苏州,女,35
U9946,童彪,P77017,办公椅,家居,588.11,2024-01-10 23:06:42,1,588.11,北京,男,59
U1918,应辉,P74295,科幻小说,书籍,119.72,2024-07-06 22:43:48,5,598.6,北京,女,58
U9471,邱清武,P83667,智能手表,电子产品,6072.94,2024-03-26 11:23:10,1,6072.94,北京,男,19
U2955,米明,P36792,洗发水,美妆,673.97,2024-05-16 01:54:26,5,3369.85,深圳,男,58
U9967,尤翰,P18315,牛仔裤,服装,462.69,2024-06-27 03:04:31,5,2313.45,南京,男,64
U9204,席波强,P63711,瑜伽垫,运动,444.88,2024-06-08 02:50:17,1,444.88,南京,女,52
U5110,江钧朗,P35720,乐高积木,玩具,759.19,2024-10-26 13:23:34,3,2277.57,苏州,男,47
U7798,危生,P24038,收纳盒,家居,4466.08,2024-12-28 11:28:01,3,13398.24,北京,女,26
U1348,褚宏有,P27561,山地车,运动,549.87,2024-01-28 05:03:19,1,549.87,南京,男,29
U7161,何榕启,P28207,收纳盒,家居,3951.3,2024-09-21 07:33:07,4,15805.2,武汉,男,46
U2258,华梁学,P97320,瑜伽垫,运动,558.99,2024-05-09 09:23:50,1,558.99,上海,男,37
U4814,毛伦维,P36198,连衣裙,服装,515.1,2024-06-29 11:45:20,3,1545.3,成都,男,47
U8325,安翔鸣,P61895,沙发,家居,1758.47,2024-04-06 06:20:29,4,7033.88,西安,女,35
U9271,余伯豪,P65284,智能手机,电子产品,8481.23,2024-12-27 05:28:20,5,42406.15,苏州,男,21
U7693,干栋,P40630,变形金刚,玩具,589.41,2024-06-05 11:35:19,1,589.41,杭州,女,61
U6669,岑策盛,P30573,抱枕,家居,3724.72,2024-12-02 15:28:15,1,3724.72,上海,女,48
U1470,傅邦航,P10345,技术教材,书籍,732.12,2024-12-29 15:39:19,4,2928.48,西安,男,54
U1231,霍绍,P13634,漫画,书籍,769.8,2024-04-20 20:43:29,4,3079.2,重庆,男,46
U3006,梅安群,P87489,蓝牙耳机,电子产品,2107.63,2024-07-04 19:08:26,4,8430.52,北京,男,46
U5913,钮翔坚,P34031,历史书籍,书籍,393.55,2024-01-03 16:51:44,3,1180.65,天津,男,24
U2600,颜鸣梁,P46236,抱枕,家居,4345.52,2024-04-21 12:39:17,2,8691.04,西安,女,62
U3182,麻全朗,P84574,芭比娃娃,玩具,507.44,2024-04-03 07:56:42,5,2537.2,成都,女,22
U8606,危维,P96203,连衣裙,服装,682.88,2024-12-25 19:08:21,1,682.88,天津,女,65
U3377,舒祥楠,P25902,乐高积木,玩具,188.64,2024-11-14 00:07:09,1,188.64,杭州,女,31
U9679,洪楠浩,P51976,沙发,家居,4936.1,2024-02-08 11:10:24,1,4936.1,深圳,女,49
U4138,酆贵裕,P79167,洗发水,美妆,670.93,2024-08-30 16:51:21,1,670.93,重庆,女,35
U4856,蒋义彬,P99190,口红,美妆,1017.18,2024-02-13 03:24:33,5,5085.9,成都,女,54
U9539,邵茂,P53338,平板电脑,电子产品,1388.19,2024-10-20 11:23:22,3,4164.57,广州,女,38
U7008,邱奇泰,P19103,山地车,运动,427.85,2024-02-04 17:53:04,3,1283.55,重庆,女,44
U5834,管致,P88530,智能手表,电子产品,4808.39,2024-02-29 05:02:00,5,24041.95,南京,女,59
U2873,乐进朗,P93442,跳绳,运动,883.83,2024-02-22 05:42:07,4,3535.32,北京,女,25
U6387,薛毅伯,P95443,粉底液,美妆,268.38,2024-12-21 18:27:26,5,1341.9,成都,女,62
U9489,包震,P53025,羽绒服,服装,301.08,2024-11-14 21:23:43,2,602.16,天津,男,34
U5712,颜盛良,P59836,变形金刚,玩具,247.6,2024-01-24 04:13:59,3,742.8,成都,女,28
U9896,萧翔,P14462,化妆刷套装,美妆,723.11,2024-07-27 14:17:49,1,723.11,天津,女,23
U5053,邹友,P92613,口红,美妆,148.81,2024-10-26 08:26:14,4,595.24,杭州,女,52
U5086,凤乐震,P95356,显示器,电子产品,5106.83,2024-09-21 02:22:51,4,20427.32,天津,女,34
U6495,禹俊榕,P94006,技术教材,书籍,981.0,2024-01-18 13:46:20,5,4905.0,北京,男,64
U1440,石善家,P90078,毛绒玩具,玩具,793.95,2024-01-17 10:37:18,2,1587.9,深圳,男,50
U5636,郎武,P76401,时尚杂志,书籍,94.54,2024-12-21 12:32:02,2,189.08,重庆,女,37
U5187,缪国杰,P41499,抱枕,家居,3359.74,2024-02-18 17:43:35,4,13438.96,成都,男,63
U5028,危心政,P96274,技术教材,书籍,619.35,2024-08-08 10:48:54,4,2477.4,苏州,男,22
U9368,元朗飞,P99926,跳绳,运动,504.49,2024-11-18 17:05:36,3,1513.47,广州,男,36
U2591,姚永,P11951,毛绒玩具,玩具,918.08,2024-05-03 16:37:31,3,2754.24,广州,男,53
U3780,皮贵,P76780,洗发水,美妆,905.15,2024-04-12 14:58:24,2,1810.3,成都,男,42
U7993,裘伦发,P81943,芭比娃娃,玩具,809.69,2024-07-18 23:30:32,1,809.69,成都,男,46
U7403,樊龙明,P90567,夹克,服装,260.86,2024-07-13 04:27:44,2,521.72,重庆,男,40
U1215,华松,P38193,收纳盒,家居,2974.81,2024-03-13 07:15:41,3,8924.43,深圳,女,26
U7794,蔡福绍,P73416,科幻小说,书籍,839.75,2024-04-19 07:11:39,2,1679.5,重庆,男,26
