用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U3002,席策伟,P39160,香水,美妆,677.4,2024-03-25 18:51:24,2,1354.8,广州,女,46
U5856,梁龙绍,P61281,平板电脑,电子产品,5789.05,2024-05-30 19:05:58,4,23156.2,苏州,女,19
U2024,禹宁东,P58644,平板电脑,电子产品,6199.66,2024-08-26 05:29:02,5,30998.3,杭州,男,60
U7510,石泽,P25106,篮球,运动,798.86,2024-09-26 21:57:48,4,3195.44,广州,女,24
U6531,安世腾,P23950,乐高积木,玩具,720.81,2024-07-31 17:39:16,3,2162.43,北京,女,49
U3941,刁冠,P50311,四件套,家居,1833.23,2024-10-16 10:38:29,1,1833.23,重庆,男,30
U3951,孙力辰,P66303,跑步鞋,运动,96.46,2024-03-27 04:31:02,4,385.84,上海,女,65
U8741,万钧贵,P23525,心理学,书籍,730.93,2024-02-06 02:19:31,1,730.93,武汉,女,20
U1331,鲍震,P64116,面霜,美妆,939.41,2024-08-11 06:13:56,3,2818.23,南京,男,35
U6117,邹彪,P77413,抱枕,家居,3657.91,2024-03-18 01:58:17,4,14631.64,南京,男,50
U8731,江茂楠,P16974,科幻小说,书籍,879.57,2024-02-19 02:22:19,3,2638.71,天津,男,19
U3235,夏旭光,P50592,篮球,运动,1009.42,2024-07-24 13:49:49,5,5047.1,北京,女,36
U9472,时思建,P93275,显示器,电子产品,3937.34,2024-08-30 09:26:41,4,15749.36,重庆,男,43
U6176,盛明,P84994,蓝牙耳机,电子产品,3806.98,2024-09-12 14:00:15,2,7613.96,苏州,男,20
U4539,阮永海,P59623,历史书籍,书籍,189.97,2024-06-02 20:55:55,1,189.97,南京,男,22
U2058,邱保宏,P93810,四件套,家居,4113.02,2024-05-03 18:43:11,2,8226.04,武汉,女,36
U1457,明楠伟,P44121,篮球,运动,579.25,2024-08-15 01:44:53,5,2896.25,重庆,女,49
U1944,单和榕,P32144,人物传记,书籍,567.29,2024-06-01 05:29:21,5,2836.45,南京,男,27
U4311,田超磊,P44708,科幻小说,书籍,59.66,2024-06-13 00:39:52,2,119.32,南京,男,34
U3350,周河强,P37074,防晒霜,美妆,869.01,2024-02-07 19:59:26,1,869.01,杭州,男,32
U7009,汪庆才,P42118,芭比娃娃,玩具,588.56,2024-01-16 08:14:25,3,1765.68,北京,男,28
U8856,单才江,P67019,香水,美妆,829.17,2024-07-17 09:19:05,5,4145.85,深圳,男,44
U3140,蓝维树,P93139,变形金刚,玩具,549.76,2024-09-12 02:38:46,3,1649.28,广州,女,41
U7620,郑中胜,P55168,充电宝,电子产品,5466.26,2024-11-02 23:34:02,4,21865.04,南京,男,21
U1711,毛时鹏,P91997,哑铃,运动,740.39,2024-09-26 00:54:16,4,2961.56,深圳,女,25
U4050,皮仁波,P15661,技术教材,书籍,347.47,2024-04-04 23:57:54,5,1737.35,苏州,男,47
U7796,郝全胜,P16990,蓝牙耳机,电子产品,2428.96,2024-01-21 19:38:21,1,2428.96,重庆,男,18
U9582,余广,P46433,智能手表,电子产品,5723.31,2024-09-27 16:17:45,5,28616.55,天津,男,43
U2714,穆成辰,P29251,跑步鞋,运动,911.68,2024-12-12 10:03:27,3,2735.04,广州,女,46
U9567,刁和乐,P13057,香水,美妆,698.96,2024-11-27 19:37:52,4,2795.84,广州,男,61
U3232,刁伯,P41162,沙发,家居,1695.35,2024-06-17 10:56:36,2,3390.7,深圳,女,50
U2206,支谦,P57909,运动鞋,服装,809.72,2024-12-28 17:06:35,2,1619.44,杭州,男,57
U5090,樊伯琛,P14334,变形金刚,玩具,836.29,2024-07-11 18:20:32,3,2508.87,北京,男,55
U9358,云先,P61673,乐高积木,玩具,949.61,2024-05-29 06:37:19,3,2848.83,杭州,男,21
U1535,严顺,P17434,跑步鞋,运动,379.39,2024-11-27 19:25:52,3,1138.17,西安,男,44
U8885,童伦豪,P46165,历史书籍,书籍,116.15,2024-02-22 01:04:49,5,580.75,南京,女,19
U1549,曹安富,P72447,人物传记,书籍,553.1,2024-01-14 06:11:34,5,2765.5,深圳,男,30
U4707,杨新生,P79713,变形金刚,玩具,355.76,2024-11-05 03:06:20,1,355.76,武汉,女,39
U5250,常杰,P72615,粉底液,美妆,901.99,2024-08-13 14:15:35,3,2705.97,成都,男,65
U5328,罗利,P46065,拼图,玩具,720.01,2024-03-10 21:21:29,4,2880.04,西安,男,57
U1795,曹雄,P70617,办公椅,家居,3881.43,2024-02-18 21:21:18,4,15525.72,苏州,女,19
U8879,俞明,P13230,羽毛球拍,运动,668.84,2024-02-23 04:57:59,3,2006.52,重庆,女,37
U5981,冯昌栋,P22313,化妆刷套装,美妆,245.84,2024-01-21 09:51:53,3,737.52,深圳,女,29
U8973,郝博奇,P87024,科幻小说,书籍,827.99,2024-08-31 11:44:50,3,2483.97,广州,男,56
U5727,丁裕学,P21113,台灯,家居,4276.33,2024-10-08 08:58:34,3,12828.99,西安,男,29
U6491,樊波钧,P72151,充电宝,电子产品,8453.38,2024-02-24 03:44:16,2,16906.76,广州,女,44
U6611,林林宁,P79501,笔记本电脑,电子产品,8043.82,2024-06-23 08:16:05,1,8043.82,深圳,男,25
U6730,杨中,P86560,T恤,服装,266.03,2024-06-26 06:06:54,5,1330.15,天津,女,47
U6091,施梁昌,P30421,收纳盒,家居,5096.31,2024-04-04 05:53:12,2,10192.62,深圳,女,34
U6469,童清信,P60169,充电宝,电子产品,1519.66,2024-03-19 18:33:19,3,4558.98,北京,女,24
U5579,柯伦,P94249,化妆刷套装,美妆,635.51,2024-05-24 18:09:27,4,2542.04,上海,女,36
U5889,苏贵以,P68020,遥控车,玩具,141.32,2024-03-30 06:26:08,5,706.6,杭州,男,64
U8450,卢承豪,P93832,拼图,玩具,222.33,2024-08-06 21:20:41,3,666.99,成都,女,36
U6063,湛峰全,P46032,技术教材,书籍,684.34,2024-05-19 06:59:11,2,1368.68,武汉,男,18
U9187,邬江岩,P97469,夹克,服装,913.99,2024-02-04 16:49:32,5,4569.95,北京,女,54
U8030,柏祥功,P59614,夹克,服装,973.45,2024-03-08 17:26:11,5,4867.25,北京,男,53
U4646,伍东,P58699,遥控车,玩具,654.43,2024-05-09 04:06:18,5,3272.15,杭州,男,64
U2524,单邦飞,P99198,遥控车,玩具,707.87,2024-10-19 23:23:32,4,2831.48,上海,女,46
U7671,倪维明,P97953,人物传记,书籍,747.44,2024-04-28 09:48:24,2,1494.88,重庆,女,56
U3892,穆勇,P98220,沙发,家居,1233.96,2024-02-15 17:02:03,1,1233.96,成都,女,62
U8446,王河昌,P65464,芭比娃娃,玩具,977.12,2024-10-18 15:30:02,1,977.12,广州,女,21
U1988,诸永,P25105,餐桌,家居,1473.11,2024-03-13 01:54:35,1,1473.11,武汉,女,53
U3030,强泽航,P12037,人物传记,书籍,211.01,2024-08-15 22:30:21,2,422.02,武汉,女,36
U2915,谢斌浩,P22430,时尚杂志,书籍,229.8,2024-03-08 12:20:27,2,459.6,天津,女,47
U8488,万先泰,P25573,连衣裙,服装,270.48,2024-10-31 05:58:59,2,540.96,上海,男,21
U4988,章泰,P24465,办公椅,家居,4818.05,2024-11-15 00:10:15,2,9636.1,苏州,女,22
U2568,皮震保,P67257,口红,美妆,165.54,2024-09-12 08:14:26,5,827.7,西安,女,53
U1569,田盛,P44745,防晒霜,美妆,626.4,2024-04-18 10:15:58,3,1879.2,北京,女,44
U3947,经绍,P62124,智能手机,电子产品,7347.4,2024-10-07 09:52:12,3,22042.2,苏州,女,21
U2035,祁彬敬,P43742,瑜伽垫,运动,28.97,2024-10-10 15:59:37,5,144.85,武汉,男,39
U7996,雷时友,P74727,人物传记,书籍,667.8,2024-11-19 17:08:42,2,1335.6,西安,女,47
U5996,贝俊明,P30774,面霜,美妆,796.45,2024-05-23 06:32:41,5,3982.25,北京,女,52
U7101,左伟武,P99368,乐高积木,玩具,690.53,2024-04-16 18:48:35,4,2762.12,南京,男,37
U3275,米心力,P18607,防晒霜,美妆,162.55,2024-10-31 21:30:06,5,812.75,广州,女,65
U2652,熊轮中,P59192,乐高积木,玩具,796.47,2024-03-20 15:05:11,3,2389.41,苏州,男,47
U6506,邱胜,P92732,平板电脑,电子产品,6223.42,2024-12-09 14:00:51,5,31117.1,苏州,女,24
U8123,平海发,P44274,收纳盒,家居,3867.27,2024-02-06 17:12:35,3,11601.81,武汉,男,49
U2501,魏全朗,P65733,毛绒玩具,玩具,726.25,2024-05-09 14:39:44,3,2178.75,天津,女,49
U6828,伍超利,P43527,乐高积木,玩具,608.97,2024-12-27 04:41:00,3,1826.91,南京,男,36
U4056,彭群雄,P71588,防晒霜,美妆,265.39,2024-05-12 11:24:33,4,1061.56,南京,女,53
U7575,季维勇,P21700,羽毛球拍,运动,30.19,2024-11-02 12:13:52,2,60.38,苏州,男,23
U2210,支杰,P32930,跑步鞋,运动,515.44,2024-08-26 08:03:40,3,1546.32,广州,女,46
U8702,和林,P60394,智能手表,电子产品,6407.68,2024-06-24 11:54:59,2,12815.36,深圳,男,56
U9270,苗维,P24892,历史书籍,书籍,625.96,2024-03-29 18:36:34,2,1251.92,重庆,男,45
U3433,严祥,P90877,牛仔裤,服装,204.33,2024-03-01 20:54:45,5,1021.65,广州,男,46
U3244,殷天,P16773,运动鞋,服装,568.79,2024-11-17 03:41:57,5,2843.95,深圳,女,19
U7762,纪福永,P49192,山地车,运动,846.71,2024-10-14 15:51:40,3,2540.13,南京,女,37
U5242,陈飞振,P76341,心理学,书籍,151.08,2024-12-04 10:32:18,4,604.32,深圳,女,49
U1175,祁伯明,P18838,跳绳,运动,943.55,2024-02-29 13:32:36,2,1887.1,上海,女,63
U7951,贲康,P42370,平板电脑,电子产品,5147.79,2024-04-12 07:31:43,4,20591.16,深圳,女,19
U9563,贾和哲,P49678,羽绒服,服装,703.54,2024-07-07 14:59:42,3,2110.62,上海,男,25
U4379,席超,P68531,羽绒服,服装,871.21,2024-02-24 17:22:38,3,2613.63,杭州,女,60
U1642,邱海,P35217,桌游,玩具,844.68,2024-03-27 11:28:44,1,844.68,上海,男,47
U2113,管志天,P95884,防晒霜,美妆,312.0,2024-05-30 20:41:59,3,936.0,深圳,女,64
U7378,杜新星,P90673,香水,美妆,905.54,2024-09-16 17:56:29,5,4527.7,重庆,男,60
U6868,盛腾,P49121,显示器,电子产品,2212.14,2024-07-21 20:58:02,2,4424.28,上海,男,37
U9886,吉钧有,P58319,智能手机,电子产品,1027.95,2024-06-26 23:17:46,2,2055.9,成都,女,29
U2586,林翔,P15680,抱枕,家居,2423.06,2024-10-22 19:23:15,1,2423.06,西安,男,31
U7837,尤学,P65187,拼图,玩具,62.22,2024-06-23 01:34:24,4,248.88,天津,女,25
U8497,凤毅飞,P39828,餐桌,家居,281.81,2024-04-19 03:59:55,3,845.43,北京,女,28
U6601,蓝言全,P22635,瑜伽垫,运动,742.1,2024-11-29 18:13:38,2,1484.2,天津,女,44
U4915,成奇功,P42185,篮球,运动,523.88,2024-11-05 00:42:45,1,523.88,苏州,女,35
U3672,胡海以,P43723,四件套,家居,1474.81,2024-05-26 02:25:19,2,2949.62,重庆,男,56
U2774,卫以,P72342,防晒霜,美妆,937.72,2024-09-14 12:40:26,4,3750.88,天津,女,54
U1519,汤朋贵,P31991,芭比娃娃,玩具,385.07,2024-12-25 03:05:20,3,1155.21,西安,男,64
U6318,齐信武,P12137,智能手表,电子产品,9281.01,2024-11-12 03:56:41,2,18562.02,武汉,男,35
U2410,徐翰中,P13826,显示器,电子产品,10100.46,2024-07-28 02:19:52,2,20200.92,深圳,男,19
U9678,柯功,P81375,芭比娃娃,玩具,931.6,2024-05-15 10:26:44,1,931.6,成都,女,52
U8194,洪致,P56296,笔记本电脑,电子产品,4409.36,2024-07-14 17:21:54,1,4409.36,南京,女,64
U7111,花振达,P69644,香水,美妆,729.33,2024-03-17 09:26:33,4,2917.32,广州,女,49
U4578,康兴清,P71185,智能手表,电子产品,7651.43,2024-07-31 06:53:48,2,15302.86,武汉,男,52
U4834,史永致,P63933,跑步鞋,运动,89.16,2024-01-06 00:10:13,5,445.8,重庆,女,57
U8169,凌辰保,P44854,蓝牙耳机,电子产品,7866.6,2024-02-02 17:02:42,2,15733.2,天津,男,46
U1774,贾德雄,P92064,漫画,书籍,166.64,2024-08-04 08:55:07,5,833.2,南京,女,34
U3728,钱毅,P27875,山地车,运动,608.99,2024-11-26 08:49:11,1,608.99,上海,女,63
U9512,金才群,P45021,山地车,运动,326.42,2024-10-12 06:39:10,2,652.84,成都,男,31
U7596,卫启谦,P43807,漫画,书籍,990.98,2024-05-07 22:02:58,2,1981.96,深圳,女,43
U9940,齐和朗,P96787,粉底液,美妆,649.23,2024-08-13 17:19:25,1,649.23,西安,男,49
U5184,田彪岩,P98822,瑜伽垫,运动,742.41,2024-02-06 05:20:46,2,1484.82,天津,男,46
U6053,秦茂浩,P39260,跳绳,运动,224.38,2024-10-12 05:27:07,3,673.14,苏州,男,50
U9094,郝谦民,P93746,毛绒玩具,玩具,28.05,2024-06-16 01:12:40,1,28.05,天津,女,18
U1888,严强斌,P20376,科幻小说,书籍,780.84,2024-03-02 09:17:02,2,1561.68,北京,女,40
U5650,邓涛,P82232,乐高积木,玩具,89.47,2024-03-04 16:03:58,2,178.94,苏州,男,33
U9273,明翔世,P14851,乐高积木,玩具,989.99,2024-04-15 14:23:20,5,4949.95,南京,女,36
U8247,奚新信,P13774,山地车,运动,463.03,2024-06-16 02:01:00,1,463.03,成都,男,55
U5153,吴海,P60487,时尚杂志,书籍,39.72,2024-11-21 01:39:41,5,198.6,杭州,男,35
U8275,潘仁炎,P22879,口红,美妆,524.02,2024-01-05 12:00:09,3,1572.06,广州,女,61
U3708,徐翔政,P31867,羽毛球拍,运动,507.27,2024-01-26 14:00:57,3,1521.81,西安,男,41
U3563,包志,P66261,粉底液,美妆,796.08,2024-12-22 00:12:37,1,796.08,上海,男,55
U7567,安雄力,P40488,心理学,书籍,51.09,2024-07-17 11:32:13,4,204.36,西安,男,54
U2955,尹广,P40824,时尚杂志,书籍,918.09,2024-08-07 11:25:29,1,918.09,苏州,女,58
U2855,卫若岩,P61891,连衣裙,服装,379.41,2024-09-01 15:16:36,1,379.41,西安,男,59
U3724,狄有力,P21312,哑铃,运动,513.28,2024-06-13 11:53:06,3,1539.84,杭州,男,44
U7751,赵林若,P39298,台灯,家居,4302.35,2024-12-30 08:07:17,3,12907.05,苏州,男,33
U7065,褚福军,P87017,哑铃,运动,493.99,2024-03-29 20:33:08,4,1975.96,杭州,男,25
U1172,何义岩,P42905,智能手表,电子产品,9451.64,2024-10-26 07:22:06,5,47258.2,深圳,男,51
U4707,卜奇民,P28002,抱枕,家居,597.49,2024-10-03 15:11:35,3,1792.47,苏州,男,36
U9194,魏发亨,P17869,人物传记,书籍,109.05,2024-08-27 12:55:42,4,436.2,重庆,女,28
U7756,吴梁波,P22219,篮球,运动,712.13,2024-09-12 02:52:45,5,3560.65,南京,男,20
U4354,毕生琛,P50611,哑铃,运动,670.04,2024-08-27 03:23:33,1,670.04,南京,女,35
U5445,祁星茂,P32912,跳绳,运动,700.57,2024-05-19 03:23:03,2,1401.14,杭州,男,47
U9325,华利,P56482,洗发水,美妆,331.4,2024-06-19 05:13:18,1,331.4,西安,男,27
U9427,戴鸣磊,P81697,羽毛球拍,运动,163.99,2024-06-09 02:48:20,2,327.98,北京,女,53
U3763,颜杰诚,P53633,四件套,家居,3071.85,2024-06-17 09:50:36,5,15359.25,上海,男,39
U4353,龚富,P74824,人物传记,书籍,996.87,2024-04-12 13:43:49,2,1993.74,北京,男,61
U9927,严伟,P11554,羽毛球拍,运动,935.1,2024-05-19 17:04:23,1,935.1,广州,女,38
U3514,水鹏星,P39151,山地车,运动,287.19,2024-09-05 05:29:02,2,574.38,武汉,男,56
U5962,元信成,P31591,哑铃,运动,294.07,2024-07-07 13:38:59,2,588.14,重庆,女,45
U9549,许发永,P18877,遥控车,玩具,822.13,2024-12-06 10:33:21,2,1644.26,天津,女,45
U9637,许思翔,P64624,蓝牙耳机,电子产品,2556.99,2024-05-02 23:38:30,4,10227.96,杭州,男,57
U5840,江辰,P44850,办公椅,家居,3770.96,2024-04-27 23:24:48,2,7541.92,重庆,男,41
U4164,董乐,P18552,口红,美妆,623.41,2024-12-21 21:13:09,1,623.41,上海,女,22
U4184,黄伟钧,P56180,心理学,书籍,762.8,2024-04-25 22:57:20,1,762.8,广州,男,64
U6042,朱伦,P56985,山地车,运动,397.73,2024-07-03 22:21:33,4,1590.92,北京,女,59
U4158,明冠,P82952,拼图,玩具,584.06,2024-03-23 10:57:31,2,1168.12,北京,女,44
U1191,杨琛江,P41060,芭比娃娃,玩具,561.64,2024-05-29 12:24:37,3,1684.92,西安,男,36
U2958,平辰绍,P18730,卫衣,服装,834.44,2024-04-18 01:31:15,4,3337.76,深圳,男,48
U1921,何言之,P92049,连衣裙,服装,674.18,2024-02-13 23:52:23,1,674.18,重庆,女,30
U7075,任行山,P22574,收纳盒,家居,2148.91,2024-06-22 07:36:23,4,8595.64,武汉,女,32
U5605,左平诚,P95785,蓝牙耳机,电子产品,3986.8,2024-11-03 11:31:15,2,7973.6,广州,男,45
U4734,贾轮俊,P20020,遥控车,玩具,615.91,2024-08-11 02:23:38,1,615.91,杭州,女,23
U6595,窦福,P61285,粉底液,美妆,75.83,2024-05-12 00:16:05,1,75.83,成都,女,30
U5187,齐学勇,P35772,收纳盒,家居,4840.66,2024-08-18 09:06:11,5,24203.3,深圳,男,45
U4213,庞鸣友,P45319,人物传记,书籍,640.29,2024-02-05 03:42:52,3,1920.87,上海,男,25
U5813,邓昌德,P67797,漫画,书籍,962.44,2024-09-30 20:12:32,1,962.44,杭州,男,57
U3290,江辰言,P95419,防晒霜,美妆,22.98,2024-09-02 22:47:35,3,68.94,天津,女,52
U9642,毕乐,P35478,乐高积木,玩具,374.38,2024-05-29 15:50:57,1,374.38,深圳,男,34
U9163,华敬,P38466,香水,美妆,35.02,2024-03-26 06:36:03,5,175.1,武汉,男,57
U2023,华裕勇,P14137,乐高积木,玩具,111.34,2024-07-17 05:16:56,2,222.68,武汉,女,48
U7688,孙鸣之,P69954,桌游,玩具,823.18,2024-07-17 04:52:59,3,2469.54,苏州,女,22
U2689,左固琛,P11413,粉底液,美妆,713.43,2024-09-14 10:20:35,5,3567.15,武汉,女,27
U7767,华翔,P36246,心理学,书籍,730.79,2024-04-01 21:21:43,2,1461.58,杭州,女,51
U6606,和辰建,P73449,科幻小说,书籍,733.65,2024-05-08 19:57:41,3,2200.95,杭州,女,50
U5795,林全风,P58653,运动鞋,服装,461.36,2024-08-12 14:32:43,2,922.72,上海,男,52
U1122,傅时奇,P88430,桌游,玩具,100.82,2024-09-01 11:05:04,4,403.28,武汉,女,49
U3504,屈星之,P53971,毛绒玩具,玩具,913.74,2024-03-28 10:31:41,5,4568.7,广州,男,58
U4720,钟若,P33134,漫画,书籍,417.94,2024-03-12 08:13:28,2,835.88,重庆,男,64
U9788,华超,P34431,笔记本电脑,电子产品,1070.86,2024-01-14 09:19:52,4,4283.44,广州,女,56
U1846,骆榕厚,P50581,桌游,玩具,267.76,2024-08-07 03:15:28,5,1338.8,武汉,男,65
U5267,干博腾,P76425,变形金刚,玩具,881.0,2024-05-31 08:57:18,2,1762.0,广州,男,22
U2353,凌明,P18700,篮球,运动,779.3,2024-10-21 18:33:26,4,3117.2,深圳,女,45
U9178,齐子文,P30081,桌游,玩具,521.72,2024-08-26 00:19:59,1,521.72,杭州,女,24
U5768,崔永志,P44561,面霜,美妆,573.05,2024-11-22 07:00:23,1,573.05,上海,男,63
U4206,邬兴平,P75321,漫画,书籍,71.05,2024-09-29 19:28:29,4,284.2,广州,女,64
U3214,水天保,P86302,人物传记,书籍,590.74,2024-11-10 23:32:18,3,1772.22,南京,男,52
U5369,石功国,P32369,运动鞋,服装,300.88,2024-05-30 04:10:57,1,300.88,上海,女,43
U6883,柯承涛,P13272,洗发水,美妆,229.92,2024-10-31 22:52:54,2,459.84,西安,女,25
U3702,雷利昌,P38086,心理学,书籍,106.86,2024-11-18 04:55:28,4,427.44,重庆,男,22
U4326,吴山翰,P48998,餐桌,家居,4742.4,2024-09-06 14:20:31,1,4742.4,成都,男,18
U7780,席善奇,P54930,智能手机,电子产品,1215.94,2024-04-12 17:58:18,3,3647.82,北京,男,43
U2133,华亮梁,P96922,抱枕,家居,3337.26,2024-05-27 09:29:05,2,6674.52,苏州,女,36
U9360,水栋平,P99751,智能手表,电子产品,7693.04,2024-04-29 12:53:55,5,38465.2,深圳,男,26
U1154,成富邦,P92292,乐高积木,玩具,698.05,2024-07-11 17:44:47,2,1396.1,成都,女,60
U5405,宗群奇,P29212,人物传记,书籍,929.31,2024-08-22 08:59:45,5,4646.55,天津,男,28
U3336,贲力,P34040,面霜,美妆,304.5,2024-06-15 01:09:32,1,304.5,北京,男,47
U2413,任心,P72637,历史书籍,书籍,385.7,2024-05-27 14:56:26,4,1542.8,深圳,女,54
U4334,吴鸣梁,P29971,篮球,运动,763.48,2024-05-02 19:54:00,1,763.48,南京,女,18
U1907,湛良坚,P16394,抱枕,家居,1096.11,2024-05-27 20:48:26,2,2192.22,天津,女,22
U2495,尤启,P53349,口红,美妆,717.61,2024-02-09 09:28:46,1,717.61,上海,男,59
U9633,马哲,P54179,篮球,运动,266.02,2024-02-08 17:13:44,5,1330.1,杭州,女,55
U2177,骆海若,P21587,蓝牙耳机,电子产品,5164.56,2024-09-22 03:56:55,4,20658.24,重庆,女,33
U3935,莫广,P76198,遥控车,玩具,38.24,2024-04-23 04:46:32,3,114.72,深圳,女,44
U2951,纪永伦,P20590,羽绒服,服装,695.76,2024-07-01 13:06:55,5,3478.8,北京,女,60
U4930,崔群,P26261,毛绒玩具,玩具,266.53,2024-03-30 00:20:13,4,1066.12,苏州,女,29
U5531,严建友,P40558,跑步鞋,运动,559.29,2024-06-03 10:51:20,3,1677.87,天津,男,54
U6479,明峰腾,P15656,科幻小说,书籍,515.65,2024-12-03 00:27:00,1,515.65,南京,男,20
U2362,安冠龙,P88638,抱枕,家居,4861.86,2024-09-09 22:27:45,1,4861.86,西安,女,28
U9666,缪富,P40499,洗发水,美妆,90.66,2024-12-09 20:57:53,1,90.66,苏州,男,29
U4948,魏炎才,P79458,连衣裙,服装,902.43,2024-03-04 18:05:30,5,4512.15,苏州,女,47
U8246,郎俊刚,P31922,乐高积木,玩具,537.95,2024-07-26 08:50:51,3,1613.85,重庆,女,54
U5704,祁行炎,P28207,台灯,家居,3550.56,2024-10-25 08:28:11,3,10651.68,北京,男,18
U7572,崔良,P37792,连衣裙,服装,839.41,2024-07-31 07:55:46,4,3357.64,深圳,男,63
U9405,元生功,P34828,山地车,运动,880.18,2024-04-17 19:34:54,2,1760.36,深圳,男,39
U2062,管绍发,P12977,遥控车,玩具,972.12,2024-06-13 12:20:00,2,1944.24,重庆,女,57
U5111,孙群松,P10304,历史书籍,书籍,396.08,2024-08-27 21:44:21,4,1584.32,杭州,男,35
U4880,顾树清,P24290,办公椅,家居,4050.63,2024-04-21 14:58:58,5,20253.15,广州,女,48
U4665,唐伯,P97170,显示器,电子产品,4717.08,2024-03-03 15:14:17,2,9434.16,重庆,女,51
U5489,邓乐,P95142,人物传记,书籍,260.55,2024-06-07 16:46:09,4,1042.2,西安,女,62
U6093,安策利,P40507,T恤,服装,345.27,2024-01-21 04:23:30,1,345.27,南京,男,43
U2082,褚泰,P84445,四件套,家居,1450.38,2024-04-21 15:55:23,5,7251.9,杭州,女,42
U4973,安元乐,P66998,香水,美妆,806.28,2024-11-01 19:21:36,5,4031.4,杭州,女,24
U5138,闵仁生,P33460,防晒霜,美妆,410.32,2024-06-24 12:37:49,2,820.64,深圳,女,48
U5593,颜震新,P10983,拼图,玩具,813.38,2024-01-30 13:32:02,2,1626.76,天津,男,63
U4131,赵致功,P57562,芭比娃娃,玩具,1005.08,2024-06-27 07:46:36,4,4020.32,广州,男,51
U9475,汪琛,P27111,笔记本电脑,电子产品,8858.55,2024-06-29 22:31:08,2,17717.1,苏州,女,45
U2955,梁鹏,P44905,山地车,运动,982.0,2024-09-23 22:19:45,3,2946.0,武汉,男,25
U5870,苏岩会,P63384,收纳盒,家居,2712.49,2024-05-20 12:46:11,2,5424.98,南京,女,61
U9743,韦子旭,P16926,沙发,家居,2731.16,2024-05-22 08:12:54,3,8193.48,武汉,男,53
U9806,伍鸣泰,P31460,口红,美妆,885.39,2024-03-02 19:04:49,3,2656.17,苏州,男,49
U4745,胡磊刚,P33709,防晒霜,美妆,27.82,2024-05-05 03:52:20,2,55.64,深圳,女,35
U9557,席翰利,P99223,笔记本电脑,电子产品,8546.98,2024-10-26 00:06:28,2,17093.96,南京,男,21
U1413,柳光哲,P85263,显示器,电子产品,9342.79,2024-10-03 10:19:41,1,9342.79,广州,女,28
U9548,张策,P96802,抱枕,家居,1530.74,2024-11-03 15:42:21,4,6122.96,北京,男,59
U2913,谈强,P15249,瑜伽垫,运动,493.84,2024-08-25 08:18:31,2,987.68,北京,男,45
U4328,应克保,P88827,拼图,玩具,897.04,2024-09-14 22:46:59,1,897.04,重庆,男,55
U6143,昌健健,P99734,收纳盒,家居,4754.81,2024-01-12 20:08:06,5,23774.05,重庆,男,46
U6164,尤亮,P62099,时尚杂志,书籍,979.66,2024-08-06 07:25:56,2,1959.32,北京,男,60
U3043,项政旭,P70279,篮球,运动,640.49,2024-09-24 02:37:07,4,2561.96,杭州,女,44
U8518,华宁杰,P25164,运动鞋,服装,753.43,2024-06-12 20:52:54,4,3013.72,成都,女,55
U5981,时志,P56244,跳绳,运动,488.92,2024-02-13 00:03:09,1,488.92,武汉,男,48
U5190,卜健建,P20504,漫画,书籍,943.35,2024-02-03 05:21:01,5,4716.75,杭州,男,59
U4281,江炎茂,P22214,口红,美妆,619.16,2024-06-19 01:44:19,5,3095.8,南京,男,46
U9862,蓝祥才,P52728,乐高积木,玩具,88.37,2024-02-06 10:49:19,3,265.11,成都,男,36
U3213,江义康,P55983,历史书籍,书籍,54.57,2024-10-15 07:28:24,3,163.71,天津,男,38
U7175,熊成承,P54844,变形金刚,玩具,966.24,2024-03-22 02:52:16,1,966.24,上海,女,50
U5382,元奇,P27799,口红,美妆,384.87,2024-01-06 13:09:09,1,384.87,北京,男,61
U4212,毛茂岩,P90873,收纳盒,家居,4869.68,2024-03-03 06:54:06,1,4869.68,深圳,男,52
U7131,戚昌康,P47934,变形金刚,玩具,810.92,2024-05-31 16:17:58,1,810.92,北京,男,64
U7185,顾斌中,P48626,笔记本电脑,电子产品,3603.97,2024-12-10 23:32:37,2,7207.94,天津,男,18
U5978,沈伦奇,P43772,漫画,书籍,897.91,2024-02-26 08:57:40,2,1795.82,天津,男,24
U6168,安思,P66167,充电宝,电子产品,2417.07,2024-05-20 16:32:10,2,4834.14,广州,女,49
U8236,明有,P64926,心理学,书籍,875.95,2024-07-22 13:37:24,1,875.95,上海,女,44
U1879,陶策浩,P12871,洗发水,美妆,153.5,2024-07-19 22:33:01,3,460.5,武汉,女,33
U6887,贾固进,P21112,跑步鞋,运动,698.5,2024-07-02 08:25:49,1,698.5,天津,男,30
U5612,酆星泰,P22733,牛仔裤,服装,839.99,2024-08-22 16:22:47,3,2519.97,广州,男,34
U7596,于谦斌,P71526,拼图,玩具,714.87,2024-04-03 01:47:13,5,3574.35,深圳,男,23
U9244,明健,P27111,智能手表,电子产品,1268.13,2024-11-11 16:20:38,2,2536.26,广州,女,60
U5461,方发学,P75192,T恤,服装,110.78,2024-05-02 21:55:18,1,110.78,杭州,女,46
U5814,郁群文,P21089,口红,美妆,275.2,2024-09-04 16:00:50,3,825.6,深圳,女,63
